SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,AGE,MAX AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE4_HE3,HE3_HE4_R_RA,IGSN,EXPEDITION ID,LOC PREC,METHOD,SI,MN,NI,CO,CU,CD,ZN,AS,AG,S,AL,CA,MG,PB207_PB206,PB208_PB206,HF176_HF177_INI,RE187_OS188,OS187_OS188,OS187_OS188_INI,OS187_OS186,OS186_OS188,OS184_OS188,HF176_HF177_INI,ND143_ND144_INI,PB206_PB204_INI,PB207_PB204_INI,PB208_PB204_INI,SR87_SR86_INI,HE3,HE4,AL,CA,K,MG,N,NA,P,PA,SI,TI,AS,AS,GER,INDIUM
POLARK20-2-214-002,"ELKINS, 2014",SPREADING_CENTER,MORB-Arctic,78.82,7.418,-3400,-3400,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743,0.226,0.513091,0.703064,18.31,15.468,38.026,,,,,,LOG0096,0.001,MC-ICP-MS; TIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBMAR2001-100-001,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.91,-2.51,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.4,2.22,18.31,,,,6.79,,,0.15,5.05,8.68,4.06,1.98,0.28,,,,,,0.03,0.05,,,,28.1,,,,,,57.4,,,,,,,,52.3,444,22.9,182,28.7,,,,,,,,,,,0.74,486,13.3,32.4,4.58,20.6,4.78,1.68,4.87,0.72,4.23,0.82,2.29,0.31,2.04,0.3,4.25,1.99,,,,,,,,1.39,,1.3,0.42,0.512829,0.703771,17.7505,15.4083,37.5387,0.283137,,,,,POLARK20-2,0.001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,57.4,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POS0436-253-00E2,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.91,-2.51,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.3,2.21,18.16,,,,6.69,,,0.15,5.22,8.63,4,1.94,0.28,,,,,,0.04,0.04,,,,27.1,,,,,,58.8,,,,,,,,53.1,444,22.1,176,28.5,,,,,,,,,,,0.76,488,13.3,32.3,4.6,20.4,4.71,1.68,4.79,0.71,4.15,0.79,2.23,0.3,2.05,0.3,4.03,1.92,,,,,,,,1.39,,1.27,0.4,0.512826,0.703898,17.7509,15.4091,37.5404,0.283128,,,,,POLARK20-2,0.001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,58.8,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYN1973-007,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.91,-2.51,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.3,1.69,18.34,,,,6.54,,,0.11,6.14,9.6,4.13,1.25,0.21,,,,,,0.02,0.05,,,,29.4,,,,,,80.7,,,,,,,,32,354,20.9,134,17.2,,,,,,,,,,,0.44,297,9.1,22.6,3.28,15,3.67,1.36,3.97,0.62,3.77,0.74,2.15,0.29,1.97,0.29,3.14,1.2,,,,,,,,1.05,,0.84,0.25,0.512855,0.703474,17.7776,15.4122,37.5656,0.283171,,,,,POLARK20-2,0.001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,80.7,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-024-001,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.91,-2.51,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.1,1.68,18.33,,,,6.52,,,0.15,6.1,9.52,4.04,1.26,0.2,,,,,,0.02,0.05,,,,29.2,,,,,,80.8,,,,,,,,33.2,354,21.5,137,17.7,,,,,,,,,,,0.45,300,9.2,23.1,3.34,15.3,3.75,1.37,4.09,0.64,3.84,0.76,2.2,0.3,2,0.29,3.21,1.22,,,,,,,,1.09,,0.78,0.25,0.512851,0.703776,17.7831,15.4133,37.5734,0.283165,,,,,POLARK20-2,0.001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,80.8,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0139-023-001,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.91,-2.51,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.2,1.68,18.44,,,,6.57,,,0.12,6.14,9.56,4.1,1.24,0.22,,,,,,0.02,0.06,,,,29.9,,,,,,81.1,,,,,,,,32,354,21.7,138,17.6,,,,,,,,,,,0.43,298,9.1,22.9,3.3,15.1,3.7,1.34,4.04,0.63,3.86,0.76,2.19,0.3,2.02,0.3,3.25,1.24,,,,,,,,1.05,,0.77,0.25,0.512853,0.703752,17.7839,15.4145,37.5779,0.283169,,,,,POLARK20-2,0.001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,81.1,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*HAEY_IC-244-2,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.92,-2.5253,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.4,1.56,18.25,,,,6.6,,,0.13,6.39,9.74,4.12,1.01,0.2,,,,,,0.02,0.06,,,,30.8,,,,,,95.5,,,,,,,,26.7,324,21.8,123,14.9,,,,,,,,,,,0.35,247,8.1,20.71,3.01,13.9,3.53,1.31,4.02,0.63,3.93,0.79,2.28,0.31,2.11,0.31,2.95,1.02,,,,,,,,0.99,,0.65,0.2,0.512872,0.703637,17.8605,15.4181,37.6406,0.283207,,,,,POLARK20-2,0.0001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,95.5,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-015-005,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.92,-2.5253,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.5,1.58,18.15,,,,6.63,,,0.13,6.46,9.72,4.1,1.008,0.183,,,,,,0.02,0.06,,,,30.8,,,,,,91.4,,,,,,,,25.7,317,21.8,123,14.5,,,,,,,,,,,0.34,239,7.8,20.1,2.92,13.5,3.44,1.28,3.92,0.63,3.82,0.77,2.2,0.3,2.02,0.3,2.88,0.99,,,,,,,,0.96,,0.64,0.2,0.512885,0.703635,17.8616,15.4197,37.6457,0.283222,,,,,POLARK20-2,0.0001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,91.4,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR0080-179-003,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.92,-2.5253,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.1,1.59,18.1,,,,6.55,,,0.13,6.48,9.69,4.14,1.01,0.19,,,,,,0.02,0.04,,,,29.9,,,,,,95.1,,,,,,,,26.2,318,22.7,127,15.3,,,,,,,,,,,0.35,255,8.4,21.5,3.16,14.5,3.68,1.37,4.13,0.67,4.14,0.83,2.42,0.33,2.22,0.32,3.04,1.06,,,,,,,,1.03,,0.69,0.21,0.512901,0.703611,17.8802,15.4225,37.669,0.283221,,,,,POLARK20-2,0.0001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,95.1,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP049-0409-007-006/068-071,"NAURET, 2011",OLD_OCEANIC_CRUST,MORB-Arctic,80.92,-2.5253,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.6,1.6,18.29,,,,6.52,,,0.13,6.24,9.84,4.15,1.003,0.184,,,,,,0.02,0.05,,,,31.4,,,,,,89.8,,,,,,,,25.8,318,23,127,15.2,,,,,,,,,,,0.34,247,8.2,20.9,3.01,14,3.54,1.31,4.05,0.64,4.03,0.82,2.34,0.32,2.18,0.32,3.04,1.02,,,,,,,,1.03,,0.67,0.21,0.512903,0.703649,17.8826,15.4205,37.6651,0.283211,,,,,POLARK20-2,0.0001,EMP; LA-ICPMS; MC-ICP-MS; TIMS,,,89.8,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWI9309-045-003,"KURZ, 1998; LE ROEX, 1985; MELSON, 2003; MICHAEL, 1989; MICHAEL, 1995; MICHAEL, 1998",SPREADING_CENTER,MORB-Atlantic,-59.36,-18.06,-3832,-3984,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.02,2.08,15.3,,,,,10.3,,,6.47,10.31,3.66,0.17,0.22,,0.411,,,370,24,,,,,,,,,,,,,,,,,,,,,,182,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51308,0.70263,18.258,15.475,37.919,,,,7.39,,MELVULC-5,0.001,CHN; EMP; MS; XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677,,,,,,,,,,,
WASRAI2-124-002,"KURZ, 1998; LE ROEX, 1985; MELSON, 2003",SPREADING_CENTER,MORB-Atlantic,-58.65,-16.212,-3822,-3958,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.49,1.6,16.23,,,,,8.97,,,7.13,11.01,3.47,0.31,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51296,0.70307,18.538,15.538,38.296,,,,7.93,,MELVULC-5,0.001,EMP; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPHNX-2-083-001,"JENNER, 2012; KURZ, 1998; LE ROEX, 1985; MICHAEL, 1989; MICHAEL, 1995; MICHAEL, 1998; REEKIE, 2019",SPREADING_CENTER,MORB-Atlantic,-56.90,-6.043,-2495,-2495,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.43,1.22,16.49,,,,,8.81,,,8.3,11.79,2.93,0.13,0.14,,0.156,,,190,34,,4.46,0.43,,36.81,7917.69,234.76,323.13,1314.75,44.54,99.99,84.6,88.5,17.39,1.44,,0.24,,1.79,150.97,22.63,69.67,3.53,0.3,,,,0.13,0.059,1.008,0.006,,,0.019,22.88,3.44,9.58,1.51,8.25,2.7,1.06,3.5,0.62,4.07,0.85,2.54,0.36,2.47,0.34,1.86,0.21,0.04,,,,,,0.01,0.417,0.005,0.23,0.07,0.51305,0.70277,18.606,15.563,38.289,,,,9.49,,MELVULC-5,0.001,CHN; EMP; LA-ICPMS; MS,,1314.75,99.99,44.54,84.6,0.13,88.5,,,,,11.57,,,,,,,,,,,,,,,,,,,,11.57,1062.99,,,3.06,515.81,,,7917.69,,,1.44,0.059
NHORIS3-030,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; KURZ, 1998; LE ROEX, 1998; LE ROUX, 2000; LE ROUX, 2001",SPREADING_CENTER,MORB-Atlantic,-54.37,1.2,-2250,-2000,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.33,1.65,14.96,0.07,11.66,,10.55,,,0.15,8.57,10.66,2.67,0.23,0.17,,,,,,,,,,,37.75,10361,301.7,352.9,,45.05,167.4,59.1,97.6,17.39,,,,,4.99,132.1,37.1,117.7,6.9,0.571,,,,0.085,,1.411,0.0439,,,0.069,58,6.58,17.06,2.6,12.93,4.08,1.352,5.26,0.974,6.36,1.39,3.92,,3.68,0.549,3.22,0.4558,0.1523,,,,,,0.026,1.305,,0.559,0.133,0.512953,0.703479,18.5522,15.5941,38.5339,0.283067,,,7.55,URI900891,AGU0032,0.01,EMP; HR-ICP-MS; MC-ICP-MS; MS,,,167.4,45.05,59.1,0.085,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10361,,,,
CYA1982-029-003,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; VAN HEERDEN, 1988",FRACTURE_ZONE,MORB-Atlantic,-54.12,1.97,-2250,-2000,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,48.68,1.61,15.67,,1.41,,9.39,,,0.17,7.63,11.3,2.64,0.22,0.17,1.15,,,,,,,,,,40.02,9905,308,274.3,,46.31,124.6,65.8,98,18.55,,,,,2.36,121,38.9,105.5,4.217,0.396,,,,0.088,,0.876,0.0461,,,0.038,29.1,4.39,12.59,2.08,10.89,3.85,1.342,5.23,1.002,6.43,1.45,4.2,,4.02,0.592,2.94,0.2749,0.1292,,,,,,0.102,0.581,,0.361,0.287,0.513059,0.703088,18.5816,15.5817,38.3784,0.283098,,,,URI900892,AGU0032,0.01,HR-ICP-MS; MC-ICP-MS; MS; XRF,,,124.6,46.31,65.8,0.088,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9905,,,,
AII0107-6-048-009,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; LE ROEX, 1987",SPREADING_CENTER,MORB-Atlantic,-52.98,-4.33,-1650,-1750,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,50.46,1.46,14.68,,1.27,,8.49,,,0.19,7.44,11.81,3.16,0.47,0.22,0.68,,,,,,,,,,42.15,9015,278.9,157.9,,41.42,47.4,58.1,84.8,17.79,,,,,7.58,193.8,26,108,12.78,0.861,,,,0.055,,0.931,0.0622,,,0.103,93.7,8.35,18.55,2.48,11.18,3.13,1.213,3.94,0.689,4.39,0.93,2.66,,2.54,0.375,2.63,0.7736,0.2516,,,,,,0.026,0.755,,0.913,0.224,0.512847,0.703545,18.497,15.5694,38.586,0.282999,,,,URI900889,AGU0032,0.01,HR-ICP-MS; MC-ICP-MS; MS; Unknown; XRF,,,47.4,41.42,58.1,0.055,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9015,,,,
I1072/2,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-52.46,-4.567,-3059,-3059,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.37,2.68,13.35,,15.09,,,,,0.16,4.83,9.17,3.18,0.52,0.36,,0.6419,,125,,,,,,,39.38,16115,382,67.1,,41.38,46.8,44.5,143.6,22.2,,,,,10.75,124.3,60.9,232,14.975,1.012,,,,0.17,,2.226,0.0574,,,0.121,121.6,14.58,36.13,5.2,24.21,7.35,2.196,8.95,1.704,10.54,2.35,6.65,,6.18,0.891,6.19,0.9587,0.26595,,,,,,0.049,1.408,,1.341,0.331,0.512893,0.703576,18.1679,15.5455,38.3358,0.283008,,,,URI901133,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; IR-SP; MC-ICP-MS; MS,,,46.8,41.38,44.5,0.17,143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16115,,,,
MOA8801-016-001,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2002; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-52.16,-5.34,-2609,-2609,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.84,2.35,13.55,,14.05,,,,,0.15,6.09,9.99,3.03,0.3,0.27,,0.369,,,,,,,,,39.71,13440,362.6,95.1,,41.59,52.4,54,124.7,20.07,,,,,5.34,121.9,52.2,179.1,8.11,0.65,,,,0.129,,1.655,0.05175,,,0.06,62.5,9.07,24.5,3.72,18.54,5.86,1.886,7.34,1.426,8.93,1.98,5.62,,5.14,0.766,4.81,0.5445,0.18365,,,,,,0.036,0.959,,0.751,0.19,0.512886,0.703058,18.4778,15.5643,38.4215,0.283027,,,,URI901140,EWI9309,0.001,EMP; HR-ICP-MS; IR-SP; MC-ICP-MS; MS,,,52.4,41.59,54,0.129,124.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13440,,,,
JS20265-049,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000; LE ROUX, 2002",SPREADING_CENTER,MORB-Atlantic,-51.82,-5.503,-2025,-2025,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.77,1.79,14.76,,11.18,,,10.06,,0.16,7.1,11.35,2.65,0.38,0.19,,0.3714,,119,,,,,,,40.18,10450,308,245,,41.05,81.4,63.6,94,17.66,,,,,6.51,170.8,32.5,122.8,9.75,0.629,,,,0.084,,0.964,0.0469,,,0.078,89.5,8.91,21.71,2.98,14.32,4.01,1.381,4.94,0.865,5.62,1.21,3.39,,3.15,0.47,3.15,0.6271,0.1827,,,,,,0.029,0.887,,0.762,0.19,0.512818,0.703115,18.7161,15.5977,38.6572,0.282958,,,,URI901131,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; IR-SP; MC-ICP-MS; MS,,,81.4,41.05,63.6,0.084,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10450,,,,
ALV2768-004,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-51.43,-5.78,-1719,-1719,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.46,1.84,14.25,,12,,,,,0.14,6.77,11.34,2.94,0.33,0.21,,0.3328,,57,,,,,,,38.93,10345,297.5,168.2,,37.97,52.7,64.9,106.9,18.51,,,,,5.61,181.3,31.9,120,8.89,0.574,,,,0.08,,0.946,0.0551,,,0.061,79.5,8.45,20.8,2.97,13.84,4.08,1.423,4.94,0.886,5.4,1.15,3.26,,3.06,0.452,3.3,0.6211,0.1867,,,,,,0.033,0.832,,0.679,0.179,0.512792,0.70344,18.6846,15.5869,38.6114,0.28298,,,,URI901121,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; MC-ICP-MS; MS,,,52.7,37.97,64.9,0.08,106.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10345,,,,
LEE81WF-11-022-023,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-51.06,-6.158,-1743,-1743,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.96,1.35,15.25,,10.45,,,,,0.15,7.85,12.32,2.68,0.23,0.11,,,,,,,,,,,40.17,7731,269.7,340.1,,41.6,85.2,92.6,77.1,15.93,,,,,3.76,155.8,26.1,86.3,6.76,0.489,,,,0.06,,0.554,0.0452,,,0.053,54.3,6.32,15.58,2.17,10.16,2.96,1.133,3.94,0.656,4.39,0.95,2.64,,2.51,0.383,2.24,0.4373,0.1492,,,,,,0.023,0.54,,0.536,0.136,0.512889,0.703218,18.5179,15.5542,38.5056,0.283052,,,,URI901115,EWI9309,0.001,EMP; HR-ICP-MS; MC-ICP-MS; MS,,,85.2,41.6,92.6,0.06,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7731,,,,
REVDFT4-D54B,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-51.06,-6.158,-1743,-1743,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.58,1.58,15.75,,12.87,,,,,0.16,7.19,9.9,3.17,0.12,0.12,,0.3474,,77,,,,,,,28.43,8488,195.5,286.8,,51.98,243.2,76.5,108.2,18.38,,,,,1.49,162.4,24.8,87.5,2.933,0.352,,,,0.066,,0.742,0.0423,,,0.021,21.1,3.75,10.76,1.69,10.4,2.84,1.11,3.82,0.689,4.3,0.9,2.52,,2.3,0.341,2.36,0.1823,0.1091,,,,,,0.024,0.518,,0.212,0.066,0.512987,0.70274,18.9449,15.6153,38.8687,0.282956,,,,URI901113,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; IR-SP; MC-ICP-MS; MS,,,243.2,51.98,76.5,0.066,108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8488,,,,
MELWEST-10-102-001,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000; LE ROUX, 2002",SPREADING_CENTER,MORB-Atlantic,-51.05,-6.198,-1991,-1991,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.86,1.27,14.86,,10.22,,,9.2,,0.15,8.31,12.65,2.52,0.19,0.09,,0.2001,,143,,,,,,,42.45,7871,268,305.7,,45.38,76,92.6,76.9,16.62,,,,,3.26,156.6,25.8,88.1,5.87,0.467,,,,0.061,,0.621,0.0524,,,0.038,52.8,5.83,14.68,2.11,10.13,2.84,1.121,3.82,0.688,4.27,0.93,2.63,,2.42,0.365,2.15,0.3775,0.144,,,,,,0.023,0.589,,0.483,0.125,0.512847,0.703231,18.4554,15.5653,38.4783,0.283024,,,,URI901108,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; MC-ICP-MS; MS,,,76,45.38,92.6,0.061,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7871,,,,
ALV2700-007,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-50.76,-6.337,-2942.5,-2943,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.45,1.63,15.69,,11.47,,,,,0.15,7.82,11.23,2.75,0.18,0.12,,0.2814,,138,,,,,,,40.27,9484,285.6,322.7,,50.43,220.9,105.2,88.5,17.44,,,,,2.75,136.8,34.6,113,5.541,0.476,,,,0.07,,0.901,0.0448,,,0.036,38.9,5.61,15.46,2.32,11.24,3.46,1.293,4.79,0.881,5.72,1.27,3.67,,3.42,0.511,2.74,0.3609,0.1462,,,,,,0.027,0.567,,0.416,0.114,0.512961,0.70268,18.7153,15.5654,38.5041,0.283047,,,,URI901099,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; MC-ICP-MS; MS,,,220.9,50.43,105.2,0.07,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9484,,,,
VEM0033-2-009-001,"AGRANIER, 2005; ANDRES, 2002; DIXON, 2017; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-50.58,-6.428,-2980,-2980,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.1,1.64,14.64,,12,,,,,0.17,7.81,11.45,2.49,0.14,0.13,,0.2045,,162,,,,,,,42.84,10212,351.4,292.6,,47.54,119.1,77.3,96.7,18.23,,,,,2.26,100.2,37.7,106,4.946,0.412,,,,0.083,,0.812,0.0516,,,0.029,30.6,4.79,13.65,2.14,10.72,3.56,1.316,5.02,0.963,6.24,1.41,4.01,,3.79,0.565,2.73,0.3258,0.1343,,,,,,0.024,0.468,,0.334,0.097,0.513008,0.702741,18.4736,15.5424,38.2886,0.283116,,,,URI901086,EWI9309,0.001,EMP; FTIR; HR-ICP-MS; MC-ICP-MS; MS,,,119.1,47.54,77.3,0.083,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10212,,,,
MOA8801-005-001,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000; LE ROUX, 2002",SPREADING_CENTER,MORB-Atlantic,-50.46,-6.533,-3183,-3183,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.58,1.82,14.82,,12.14,,,10.92,,0.15,7.37,11.22,2.75,0.18,0.19,,,,,,,,,,,41.58,11068,349,277.3,,45.76,107.2,72.2,100,18.32,,,,,2.92,108.3,40.1,119.5,6.002,0.488,,,,0.101,,0.986,0.0439,,,0.045,35.2,5.76,16.19,2.47,12.49,3.96,1.406,5.46,1.032,6.78,1.52,4.24,,4.03,0.605,3.09,0.4054,0.1386,,,,,,0.022,0.676,,0.427,0.122,0.512999,0.702744,18.4594,15.5288,38.2596,0.283086,,,,URI901143,EWI9309,0.0001,EMP; HR-ICP-MS; MC-ICP-MS; MS,,,107.2,45.76,72.2,0.101,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11068,,,,
AII0127-1-012-002,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-50.27,-7.062,-3347,-3347,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.81,1.59,15.04,,10.76,,,,,0.14,8.33,11.27,2.83,0.28,0.16,,,,,,,,,,,37.69,9673,295.7,288.6,,42.89,127.4,67.2,88.1,18.37,,,,,4.68,133.9,34.6,120.9,8,0.58,,,,0.065,,0.965,0.0515,,,0.061,61.5,6.93,17.74,2.57,12.17,3.75,1.339,4.97,0.919,5.89,1.27,3.63,,3.39,0.501,3.03,0.5038,0.1737,,,,,,0.024,0.571,,0.543,0.151,0.512924,0.703067,18.0129,15.5312,37.8677,0.283051,,,,URI901083,EWI9309,0.001,EMP; HR-ICP-MS; MC-ICP-MS; MS,,,127.4,42.89,67.2,0.065,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9673,,,,
HLY0102-038-029,"AGRANIER, 2005; ANDRES, 2002; DOUGLASS, 1999; KELLEY, 2013; LE ROUX, 2000",SPREADING_CENTER,MORB-Atlantic,-49.99,-7.882,-3555,-3555,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.02,1.13,15.41,,9.59,,,,,0.16,8.76,12.58,2.43,0.04,0.08,,,,,,,,,,,41.54,6812,273.5,420.5,,43.07,117.5,81.4,72.9,16.48,,,,,0.37,101.1,27.6,69.9,0.888,0.156,,,,0.06,,0.484,0.0432,,,0.01,7.8,2.15,7.22,1.29,6.93,2.55,1.004,3.67,0.683,4.5,1,2.89,,2.77,0.41,1.91,0.0631,0.0865,,,,,,0.021,0.307,,0.056,0.018,0.513156,0.702511,18.3012,15.5156,38.0303,0.283151,,,,URI901066,EWI9309,0.001,EMP; HR-ICP-MS; MC-ICP-MS; MS,,,117.5,43.07,81.4,0.06,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6812,,,,
