Unique_ID﻿,SampleID,Location,Reference(s),Plume,Geochemical affinity1,Lat,Lon,Age,Age_rounded,SiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,SO3,L.O.I,SUM(volatile free),Unnamed: 21,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Mo,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U,Unnamed: 62,143Nd/144Nd,2s_Nd,87Sr/86Sr,2s_Sr,206Pb/204Pb,2s_206Pb,207Pb/204Pb,2s_207Pb,208Pb/204Pb,2s_208Pb,176Hf/177Hf,2s_Hf,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,87Sr/86Sr_i,143Nd/144Nd_i,176Hf/177Hf_i,143Nd,Delta_DM
437,s GM92-56 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512539,,,,,,,,,,,,18.271,15.543,38.854,0.705388,0.512514,,0.512514,-10.84528135
438,s GM92-54 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512598,,,,,,,,,,,,18.272,15.536,38.317,0.705222,0.512572,,0.512572,-9.714832285
439,s GM92-45 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512619,,,,,,,,,,,,18.139,15.524,38.683,0.705128,0.512593,,0.512593,-9.30553176
440,s GM92-33 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512631,,,,,,,,,,,,18.075,15.507,38.558,0.705124,0.512606,,0.512606,-9.052155245
441,s GM92-43 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512596,,,,,,,,,,,,18.307,15.54,38.599,0.705017,0.512571,,0.512571,-9.734322786
442,s GM92-53 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512659,,,,,,,,,,,,18.304,15.586,38.537,0.704836,0.512632,,0.512632,-8.545402214
443,s GM92-51 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51277,,,,,,,,,,,,18.109,15.472,38.314,0.704365,0.512743,,0.512743,-6.381956584
444,s GM92-55 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512801,,,,,,,,,,,,18.203,15.533,38.652,0.704344,0.512773,,0.512773,-5.797241549
445,s GM92-50 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512809,,,,,,,,,,,,18.395,15.536,38.67,0.704037,0.51278,,0.51278,-5.660808041
446,s GM92-57 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512887,,,,,,,,,,,,18.172,15.507,38.354,0.703977,0.512858,,0.512858,-4.140548949
447,s 77-211 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51262,,,,,,,,,,,,18.38,15.562,38.9,0.705028,0.5126,,0.5126,-9.4518557
448,s 93-380 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512712,,,,,,,,,,,,,,,0.704797,0.512688,,0.512688,-7.453934149
449,s 93-403 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512696,,,,,,,,,,,,,,,0.704792,0.512671,,0.512671,-7.785272669
450,s 93-381 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51272,,,,,,,,,,,,,,,0.704788,0.512697,,0.512697,-7.278519638
451,s 93-402 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512706,,,,,,,,,,,,,,,0.704779,0.51268,,0.51268,-7.609858158
452,s 93-376 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5127,,,,,,,,,,,,,,,0.704765,0.512676,,0.512676,-7.687820163
453,s 93-358 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512721,,,,,,,,,,,,,,,0.704744,0.512696,,0.512696,-7.298010139
454,s 93-365 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512727,,,,,,,,,,,,,,,0.704743,0.512702,,0.512702,-7.181067132
455,s 93-414 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512712,,,,,,,,,,,,,,,0.70473,0.512688,,0.512688,-7.453934149
456,s 93-392 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512704,,,,,,,,,,,,,,,0.704728,0.512679,,0.512679,-7.629348659
457,s 93-360 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512732,,,,,,,,,,,,,,,0.704714,0.512707,,0.512707,-7.083614626
458,s 93-394 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512726,,,,,,,,,,,,,,,0.704708,0.5127,,0.5127,-7.220048135
459,s 93-351 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512715,,,,,,,,,,,,,,,0.704686,0.512691,,0.512691,-7.395462645
460,s 93-352 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51273,,,,,,,,,,,,,,,0.704681,0.512705,,0.512705,-7.122595629
461,s 93-404 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512741,,,,,,,,,,,,,,,0.704675,0.512715,,0.512715,-6.927690617
462,s 93-409 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512717,,,,,,,,,,,,,,,0.70467,0.512693,,0.512693,-7.356481643
463,s 93-356 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512706,,,,,,,,,,,,,,,0.704668,0.512681,,0.512681,-7.590367657
464,s 93-381 ,Kerguelen Archipelago,,Kerguelen,,-49.5,70.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512716,,,,,,,,,,,,,,,,,,,
465,s BY96-34 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512487,,,,,,,,,,,,18.286,15.563,38.995,0.70562,0.512465,,0.512465,-11.80031591
466,s BY96-33 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512485,,,,,,,,,,,,18.424,15.574,39.118,0.705498,0.512464,,0.512464,-11.81980641
467,s BY96-31 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512588,,,,,,,,,,,,18.258,15.547,38.836,0.705357,0.512562,,0.512562,-9.909737297
468,s BY96-27 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51263,,,,,,,,,,,,18.169,15.523,38.647,0.705128,0.512605,,0.512605,-9.071645746
469,s BY96-24 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512643,,,,,,,,,,,,18.166,15.523,38.722,0.705005,0.512618,,0.512618,-8.818269231
470,s BY96-37 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512664,,,,,,,,,,,,18.23,15.515,38.691,0.704989,0.512637,,0.512637,-8.447949709
471,s BY96-25 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512647,,,,,,,,,,,,18.224,15.532,38.699,0.704976,0.512622,,0.512622,-8.740307226
472,s BY96-38 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512665,,,,,,,,,,,,18.271,15.532,38.783,0.704974,0.512638,,0.512638,-8.428459207
473,s BY96-46 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512675,,,,,,,,,,,,18.278,15.522,38.662,0.704854,0.512649,,0.512649,-8.214063694
474,s BY96-42 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512767,,,,,,,,,,,,18.149,15.488,38.402,0.704601,0.512741,,0.512741,-6.420937586
475,s BY96-41 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512768,,,,,,,,,,,,18.136,15.498,38.416,0.704592,0.512742,,0.512742,-6.401447085
476,s BY96-39 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51277,,,,,,,,,,,,,,,0.704404,0.51274,,0.51274,-6.440428088
477,s BY96-43 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512733,,,,,,,,,,,,,,,0.704395,0.512706,,0.512706,-7.103105128
478,s BY96-45 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512752,,,,,,,,,,,,18.389,15.542,38.81,0.704392,0.512726,,0.512726,-6.713295104
479,s BY96-43 ,Kerguelen Archipelago,,Kerguelen,,-48.87,68.96,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512722,,,,,,,,,,,,,,,,,,,
480,s BY96-86 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512619,,,,,,,,,,,,18.309,15.54,38.883,0.705091,0.512596,,0.512596,-9.247060257
481,s BY96-85 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512649,,,,,,,,,,,,18.27,15.519,38.796,0.705054,0.512626,,0.512626,-8.662345221
482,s BY96-81 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512735,,,,,,,,,,,,18.284,15.541,38.731,0.704898,0.512702,,0.512702,-7.181067132
483,s BY96-80 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512693,,,,,,,,,,,,18.3,15.558,38.793,0.704834,0.512669,,0.512669,-7.824253671
484,s BY96-82 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512738,,,,,,,,,,,,,,,0.704832,0.512706,,0.512706,-7.103105128
485,s BY96-90 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512746,,,,,,,,,,,,18.309,15.533,38.726,0.704709,0.512719,,0.512719,-6.849728612
486,s BY96-101 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512706,,,,,,,,,,,,18.386,15.52,38.743,0.704677,0.51268,,0.51268,-7.609858158
487,s BY96-84 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512754,,,,,,,,,,,,,,,0.704659,0.512723,,0.512723,-6.771766608
488,s BY96-98 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512761,,,,,,,,,,,,18.26,15.521,38.636,0.704576,0.512734,,0.512734,-6.557371095
489,s BY96-100 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512759,,,,,,,,,,,,18.263,15.521,38.671,0.704544,0.512733,,0.512733,-6.576861596
490,s BY96-96 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512712,,,,,,,,,,,,18.338,15.525,38.729,0.704521,0.512683,,0.512683,-7.551386655
491,s BY96-91 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512747,,,,,,,,,,,,18.289,15.526,38.667,0.704504,0.512721,,0.512721,-6.81074761
492,s BY96-92 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512774,,,,,,,,,,,,18.275,15.513,38.607,0.704471,0.512748,,0.512748,-6.284504078
493,s BY96-87 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512751,,,,,,,,,,,,,,,0.704418,0.51272,,0.51272,-6.830238111
494,s BY96-89 ,Kerguelen Archipelago,,Kerguelen,,-48.85,69.13,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512803,,,,,,,,,,,,18.507,15.558,38.839,0.704339,0.51277,,0.51277,-5.855713052
495,s GM92-150 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512603,,,,,,,,,,,,18.186,15.55,38.737,0.705122,0.512578,,0.512578,-9.597889278
496,s GM92-131 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512649,,,,,,,,,,,,18.348,15.565,38.737,0.705103,0.512622,,0.512622,-8.740307226
497,s GM92-136 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512635,,,,,,,,,,,,18.204,15.571,38.826,0.705079,0.512609,,0.512609,-8.993683741
498,s GM92-146 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512681,,,,,,,,,,,,18.305,15.582,38.569,0.704439,0.51265,,0.51265,-8.194573193
499,s LVLK88 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51272,,,,,,,,,,,,18.475,15.588,39.108,0.705209,0.512699,,0.512699,-7.239538636
500,s LVLK87 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51265,,,,,,,,,,,,18.371,15.55,38.898,0.705125,0.512628,,0.512628,-8.623364219
501,s AG99-182 ,Kerguelen Archipelago,,Kerguelen,,-49.3,70.06,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512653,,,,,,,,,,,,18.323,15.545,38.821,0.705166,0.512633,,0.512633,-8.808687365
502,s ARC195 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51254,,,,,,,,,,,,18.197,15.566,38.822,0.705561,0.512523,,0.512523,-10.66986684
503,s GM92-59 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512577,,,,,,,,,,,,18.177,15.534,38.714,0.705498,0.512548,,0.512548,-10.18260431
504,s GM92-30 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512577,,,,,,,,,,,,18.127,15.521,38.658,0.705213,0.512552,,0.512552,-10.10464231
505,s GM92-29 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512618,,,,,,,,,,,,18.063,15.534,38.689,0.705176,0.512594,,0.512594,-9.286041259
506,s GM92-31 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512627,,,,,,,,,,,,18.18,15.509,38.681,0.705036,0.5126,,0.5126,-9.169098252
507,s GM92-46 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512775,,,,,,,,,,,,18.255,15.491,38.485,0.70458,0.512741,,0.512741,-6.420937586
508,s GM92-52 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512787,,,,,,,,,,,,18.397,15.552,38.715,0.704058,0.512761,,0.512761,-6.031127563
509,s GM92-48 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512879,,,,,,,,,,,,18.391,15.56,38.326,0.703938,0.512849,,0.512849,-4.31596346
510,s KG4-1 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51287,,,,,,,,,,,,,,,,,,,
511,s 93-490 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512694,,,,,,,,,,,,18.312,15.548,38.699,0.705032,0.512669,,0.512669,-7.824253671
512,s 93-476 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512686,,,,,,,,,,,,18.321,15.541,38.762,0.704892,0.512662,,0.512662,-7.960687179
513,s 93-459 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512685,,,,,,,,,,,,18.385,15.549,38.863,0.704814,0.512661,,0.512661,-7.98017768
514,s 93-463 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512967,,,,,,,,,,,,18.341,15.537,38.784,0.704805,0.512942,,0.512942,-2.503346851
515,s 93-465 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512693,,,,,,,,,,,,18.356,15.54,38.792,0.704798,0.512668,,0.512668,-7.843744172
516,s 93-507 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512706,,,,,,,,,,,,18.347,15.537,38.747,0.704776,0.512681,,0.512681,-7.590367657
517,s 93-471 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512705,,,,,,,,,,,,18.351,15.54,38.771,0.704774,0.512681,,0.512681,-7.590367657
518,s 93-512 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512717,,,,,,,,,,,,18.368,15.539,38.771,0.704761,0.512692,,0.512692,-7.375972144
519,s 93-472 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512704,,,,,,,,,,,,18.433,15.552,38.84,0.704755,0.512679,,0.512679,-7.629348659
520,s 93-479 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512717,,,,,,,,,,,,18.41,15.548,38.807,0.704754,0.512692,,0.512692,-7.375972144
521,s 93-483 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512714,,,,,,,,,,,,18.369,15.549,38.786,0.704733,0.512689,,0.512689,-7.434443648
522,s 93-495 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512722,,,,,,,,,,,,18.383,15.552,38.756,0.70473,0.512697,,0.512697,-7.278519638
523,s 93-482 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512728,,,,,,,,,,,,18.396,15.546,38.769,0.704697,0.512703,,0.512703,-7.161576631
524,s 93-465 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512697,,,,,,,,,,,,,,,,,,,
525,s 93-465 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51268,,,,,,,,,,,,,,,,,,,
526,s 93-490 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51269,,,,,,,,,,,,,,,,,,,
527,s 93-512 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512706,,,,,,,,,,,,,,,,,,,
528,s OB93-177 ,Kerguelen Archipelago,,Kerguelen,,-48.55,68.5,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
