SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0232008,Keenan Rd Lot 1 / Sharpe,Keenan Rd Monjingup Lot 1 / Sharpe,Mine,Openpit,Operating,J02398,Esperance / Sharpe,121.820993999999999,-33.816502999999997,390885,6257565,51,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Nornalup Zone,20250611
S0232023,Boxcut,Nova-Bollinger Boxcut,Mine,Decline,Operating,J04167,Nova-Bollinger,123.174503000000001,-31.812591999999999,516516,6480324,51,Ni Cu Co,Steel alloy metal,NICKEL,Nova-Bollinger Boxcut,N,,N,,Operating Mine,Public,3534,SYMONS HILL,SH51-15,ZANTHUS,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Fraser Zone,20250611
S0232049,Heffernans Syenite,Heffernans Syenite,Mine,Openpit,Operating,J00256,Mt Morgans,122.218123000000006,-28.816154000000001,423710,6812132,51,Au Ag,Precious metal,GOLD,Heffernans,N,,Y,,Operating Mine,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20250611
S0232062,Red Hill Dune 1 / NW Quarries,Red Hill Dune 1 / NW Quarries,Mine,Openpit,Operating,J04585,Red Hill / North West Quarries,118.088137000000003,-20.829080999999999,613222,7696386,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2556,YULE,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Sisters Supersuite,20250611
S0232069,Red Hill River 1/NW Quarries,Red Hill River 1 / NW Quarries,Mine,Openpit,Operating,J04585,Red Hill / North West Quarries,118.084991000000002,-20.831219999999998,612893,7696151,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2556,YULE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Sisters Supersuite,20250611
S0232080,Mt Welcome South,Mt Welcome South,Mine,Openpit,Operating,J00845,Mt Welcome,117.090725000000006,-20.708345000000001,509447,7710127,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20250611
S0232082,Waterbank Stn 4,Waterbank Station 4,Mine,Openpit,Operating,J00853,Waterbank Station Sand,122.231555999999998,-17.896367000000001,418601,8021112,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20250611
S0232083,Waterbank Stn 5,Waterbank Station 5,Mine,Openpit,Operating,J00853,Waterbank Station Sand,122.230858999999995,-17.894338999999999,418526,8021336,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20250611
S0232107,R41535 Victoria Hwy Kununurra Lot 688 / MRWA,Reserve 41535 Victoria Hwy Kununurra Lot 688 / Main Roads,Mine,Openpit,Operating,J04592,GBRM Kimberley / Main Roads,128.821400000000011,-15.823200000000000,480875,8250613,52,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20250611
S0232108,R47333 Crossing Falls Rd Lot 796 / Shire,Reserve 47333 Crossing Falls Rd Lot 796 / Shire of Wyndham East Kimberley,Mine,Openpit,Operating,J04593,GBRM / Shire of Wyndham East Kimberley,128.797047999999990,-15.823993000000000,478267,8250523,52,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20250611
S0232109,Gnarlbine Sand 2,Gnarlbine Plaster Sand 2,Mine,Openpit,Operating,J00844,Comet Hill-Gnarlabine / Boral,120.932241000000005,-31.133565000000001,302855,6553756,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3035,WOOLGANGIE,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20250611
S0232119,Boundary Rd/Urban Resources,Boundary Rd / Urban Resources,Mine,Openpit,Operating,J04594,Mariginiup-Melaleuca / Urban Resources,115.881861000000001,-31.710996000000002,394052,6491053,50,Sdc Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0232120,NMM West,North Marra Mamba West,Mine,Openpit,Operating,J03313,Wonmunna Iron,119.048777000000001,-23.122646000000000,709803,7441430,50,Fe,Iron,IRON ORE,Wonmunna,N,,Y,,Operating Mine,Public,2751,OPHTHALMIA,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20250611
S0232136,Millennium UG,Millennium,Mine,Decline,Operating,J00358,Kundana - White Flag,121.237813000000003,-30.707878999999998,331247,6601446,51,Au Ag,Precious metal,GOLD,Millennium,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20250611
S0232150,Ludlow-Hithergreen Rd Lot 1986 / Piggott,Ludlow-Hithergreen Rd Lot 1986 Ruabon / Piggott,Mine,Openpit,Operating,J04598,Busselton Sand / Piggott,115.500144000000006,-33.643113999999997,360909,6276405,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0232158,Forestry Rd Lot 7 Stages1-2 / Versaci,Forestry Rd Uduc Lot 7 Stages 1-2 / Versaci,Mine,Openpit,Operating,J04600,Forestry Road Uduc / Versaci,115.804139000000006,-33.055720999999998,388355,6341900,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0232165,Finn Rd Lot 1734/Versaci,Finn Rd Lot 1734 Myalup / Versaci,Mine,Openpit,Operating,J03443,Bunbury - Harvey / Versaci,115.703269000000006,-33.014825000000002,378881,6346323,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0232188,R41506 Derby-Gibb River Rd Lot 358 Gravel 1 / MRWA,Reserve 41506 Derby-Gibb River Rd Lot 358 Gravel 1 / Main Roads,Mine,Openpit,Operating,J04592,GBRM Kimberley / Main Roads,123.940702000000002,-17.382650999999999,599930,8077868,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20250611
